Name,URL,Category,License,Pricing,Execution Model,Tier,Evidence,Last Checked
@nanhara/hara,https://hara.run,Coding Agent,Unknown,Unknown,Unknown,green,hara local-first coding agent as eng org roles review DAG memory | Spotcheck: hara-cli/hara TS Apache push 2026-09-07 ADE confirmed,2026-09-08
@trydecember/cli,https://trydecember.com,Coding Agent,Unknown,Unknown,Unknown,green,trydecember open-source coding agent terminal and cloud | Spotcheck: phasehumans/december TS MIT push 2026-09-07 npm confirmed,2026-09-08
Almirant,https://almirant.ai/?utm_source=awesome-agent-harness&utm_medium=awesome-list&utm_campaign=march-2026,Coding Agent,Unknown,Unknown,Unknown,green,almirant.ai separates thinking vs executing so coding agents ship - control-plane harness | Spotcheck: almirant.ai think execute control-plane product confirmed,2026-09-08
Bwee,https://bwee.app,Coding Agent,Unknown,Unknown,Unknown,green,"bwee.app native macOS Claude Code GUI: persistent sessions, local-first, build custom tool UIs by chatting - clear coding-agent cockpit | Spotcheck: macOS Claude Code GUI cockpit product confirmed",2026-09-08
CamelQA,https://camelqa.com/,Coding Agent,Unknown,Unknown,Unknown,green,camelAI/CamelCode MIT open-source coding agent plus flat-rate Stream inference - clear coding-agent product | Spotcheck: qaml-ai/camelAI *367 CamelCode MIT product confirmed,2026-09-08
CLITrigger,https://github.com/HyperAITeam/CLITrigger,Coding Agent,Unknown,Unknown,Unknown,green,"HyperAITeam/CLITrigger (*14, push 2026-09-07) - command center running Claude/Gemini/Codex in parallel git worktrees - clear coding-agent orchestrator. | Spotcheck: CLITrigger *14 TS push 2026-09-08 worktree orch confirmed",2026-09-08
Codara-Solutions/codara-studio,https://github.com/Codara-Solutions/codara-studio,Coding Agent,Unknown,Unknown,Unknown,green,"Codara Studio by Codara Solutions: desktop control surface for supervising AI coding agents. Terminals, runs, automations, and a built-in browser Preview. - Codara-Solutions/codara-studio | Spotcheck: codara-studio TS push 2026-09-08 control surface confirmed",2026-09-08
Code-Interpreter,https://github.com/haseeb-heaven/code-interpreter,Coding Agent,Unknown,Unknown,Unknown,green,Open-source AI agent that brings the power of open models directly into your terminal. - haseeb-heaven/open-agent | Spotcheck: open-agent *279 TS push 2026-08-03 terminal ADE confirmed,2026-09-08
CodeBolt,https://codebolt.ai/,Coding Agent,Unknown,Unknown,Unknown,green,"Codebolt is a software foundry for autonomous AI coding agents: a coding platform with CLI, editor, cloud, SDK, tools, multi-environment coordination, peer review, and verification loops outside the agent. | Spotcheck: codebolt.ai foundry CLI editor cloud product confirmed",2026-09-08
CodeNomad,https://github.com/NeuralNomadsAI/CodeNomad,Coding Agent,Unknown,Unknown,Unknown,green,CodeNomad: The command center that puts AI coding on steroids. - NeuralNomadsAI/CodeNomad | Spotcheck: CodeNomad *2553 TS push 2026-09-08 command center confirmed,2026-09-08
coder-agent,https://www.npmjs.com/package/coder-agent,Coding Agent,Unknown,Unknown,Unknown,green,"CLI coding agent powered by Google Gemini. Latest version: 2.9.50, last published: 2 months ago. Start using coder-agent in your project by running `npm i coder-agent`. There are no other projects in the npm registry usi | Spotcheck: npm 2.9.50 2026-07-07 multi-provider CLI product confirmed",2026-09-08
MohammedAlkindi/switchyard,https://github.com/MohammedAlkindi/switchyard,Coding Agent,Unknown,Unknown,Unknown,green,"MohammedAlkindi/switchyard (*0, 2026-08-09) - fleet CLI isolating many AI coding agents per git worktree with collision detection/MCP - clear coding-agent orchestrator.",2026-09-08
Morphora.io,https://www.saashub.com/morphora-alternatives,Coding Agent,Unknown,Unknown,Unknown,green,"Morphora (morphora.io; pack URL is SaaSHub alternatives page) - AI-assisted engineering execution platform: bugs/incidents/features to plans, verified diffs, review-ready PRs - clear coding ADE / ticket-to-PR agent product.",2026-09-08
moxxy,https://github.com/moxxy-ai/moxxy,Coding Agent,Unknown,Unknown,Unknown,green,"moxxy-ai/moxxy (*2, 2026-09-07) - local open-source agent for software work (workspace tools, approvals, CLI/desktop, modular agentic loop) - clear coding ADE.",2026-09-08
MrBeldum/star-loop,https://github.com/MrBeldum/star-loop,Coding Agent,Unknown,Unknown,Unknown,green,"MrBeldum/star-loop (*1, 2026-09-02) - autonomous Ralph-style coding loop for Grok Build with independent verifier re-running gates - clear coding-agent harness.",2026-09-08
natureco-cli,https://natureco.me/cli,Coding Agent,Unknown,Unknown,Unknown,green,"natureco-cli (https://natureco.me/cli) - stars four, published recently, terminal multi provider agent, memory, channels, clear ADE product.",2026-09-08
Nexrall Code - AI Coding Agent,https://open-vsx.org/extension/NexrallCode/nexrall-code-vscode,Coding Agent,Unknown,Unknown,Unknown,green,"Nexrall Code OpenVSX (v1.0.130, ~1M downloads, 2026-09-07) - autonomous VS Code coding agent: read/write files, run commands, MCP, checkpoints, multi-model end-to-end task shipping - clear coding ADE.",2026-09-08
nezaboravi/orkestar,https://github.com/nezaboravi/orkestar,Coding Agent,Unknown,Unknown,Unknown,green,"nezaboravi/orkestar (*2, 2026-09-07) - Lenka launcher/orchestrator coordinating Codex/Claude Code/Cursor Agent/OpenCode/Kimi workers with progress+evidence - clear coding-agent orchestrator.",2026-09-08
nitodeco/ralph,https://github.com/nitodeco/ralph,Coding Agent,Unknown,Unknown,Unknown,green,"nitodeco/ralph (*19, 2026-03-09) - CLI harness for PRD-driven long-running loops over Cursor/Claude Code/Codex (Ralph methodology) - clear coding-agent harness.",2026-09-08
noxxer/core-team,https://github.com/noxxer/core-team,Coding Agent,Unknown,Unknown,Unknown,green,"noxxer/core-team (*3, 2026-08-31) - self-deploying Claude Code multi-agent framework (Facilitator + architect/dev/test/cto/keeper subagents, memory, quality gates) - clear coding-agent orchestrator.",2026-09-08
nrslib/takt,https://github.com/nrslib/takt,Coding Agent,Unknown,Unknown,Unknown,green,"nrslib/takt (*1332, 2026-09-08) - YAML Agent Koordination Topology: plan→implement→review→fix loops over Claude Code/Codex/OpenCode with isolated worktrees — clear coding-agent orchestrator.",2026-09-08
ntm,https://github.com/Dicklesworthstone/ntm,Coding Agent,Unknown,Unknown,Unknown,green,"Dicklesworthstone/ntm (*437, 2026-09-07) - Named Tmux Manager: spawn/tile/coordinate Claude/Codex/Gemini coding agents across tmux panes with TUI+API — clear coding-agent control plane.",2026-09-08
octomux,https://github.com/ShreyPaharia/octomux,Coding Agent,Unknown,Unknown,Unknown,green,"ShreyPaharia/octomux (*22, 2026-09-01) - local dashboard for parallel Claude Code & Cursor agents (worktrees, permission inbox, in-app diffs) — clear coding-agent fleet UI.",2026-09-08
Ogard-Labs/octant,https://github.com/Ogard-Labs/octant,Coding Agent,Unknown,Unknown,Unknown,green,"Ogard-Labs/octant (*1, 2026-09-08) - local-first macOS ADE (Chat/Work/Code) over coding CLIs/SDKs with approval-gated Code mode + managed worktrees — clear coding ADE (topics: ade).",2026-09-08
oh-my-ralph,https://github.com/vivganes/oh-my-ralph,Coding Agent,Unknown,Unknown,Unknown,green,"vivganes/oh-my-ralph (*4, 2026-05-11) - Ralph Wiggum loop orchestrator (PyPI) over Claude Code/Copilot CLI/OpenCode/Amp from requirements.md — clear coding-agent harness.",2026-09-08
okteam99/termpro,https://github.com/okteam99/termpro,Coding Agent,Unknown,Unknown,Unknown,green,"okteam99/termpro aka OkWork (*4, 2026-09-07) - macOS terminal-first workbench for many AI coding agents in parallel (worktrees, status, Monaco) — clear coding-agent workbench.",2026-09-08
OmniCode Agent,https://plugins.jetbrains.com/plugin/33002-omnicode-agent,Coding Agent,Unknown,Unknown,Unknown,green,"OmniCode Agent JetBrains plugin (id 33002, ~1390 downloads) + wuke123222/omnicode-agent (*1, 2026-09-08) - provider-neutral JetBrains coding agent (Chat/Plan/Tasks/Subagents) — clear coding ADE.",2026-09-08
opc007/codex-gx,https://github.com/opc007/codex-gx,Coding Agent,Unknown,Unknown,Unknown,green,"opc007/codex-gx (*2, 2026-06-27) - open-source Codex-alternative Tauri desktop agent with Read/Edit/Write/Bash/Grep/Git/PR tools — clear coding-agent desktop.",2026-09-08
Open Swarm,https://openswarm.com/,Coding Agent,Unknown,Unknown,Unknown,green,"openswarm-ai/openswarm (*806, 2026-09-08; openswarm.com) - local macOS spatial canvas to launch/monitor/approve parallel coding agents — clear coding-agent orchestrator (distinct from verified Intrect-io/OpenSwarm).",2026-09-08
OpenCoven/psyche-build,https://github.com/OpenCoven/psyche-build,Coding Agent,Unknown,Unknown,Unknown,green,"OpenCoven/psyche-build (*2, 2026-09-07) - desktop multiagent coding harness: parallel AI coding agents in visible isolated workspaces from branch to review/merge/handoff — clear coding-agent orchestrator.",2026-09-08
openswarm-ai/openswarm,https://github.com/openswarm-ai/openswarm,Coding Agent,Unknown,Unknown,Unknown,green,"openswarm-ai/openswarm (*806, 2026-09-08) - local mission-control orchestrator for parallel coding agents on spatial canvas with HITL approvals, MCP tools, git worktree isolation — clear coding-agent orchestrator (distinct from Intrect-io/OpenSwarm).",2026-09-08
openyak/openyak,https://github.com/openyak/openyak,Coding Agent,Unknown,Unknown,Unknown,green,"openyak/openyak (*707, 2026-09-05) - local desktop GUI for Codex and Claude Code (native runtimes, file workbench, shared browser, ACP option) — clear coding ADE workspace UI.",2026-09-08
orchestr8,https://github.com/seth-schultz/orchestr8,Coding Agent,Unknown,Unknown,Unknown,green,"seth-schultz/orchestr8 (*69, 2026-06-14) - turns Claude Code into a multi-agent software-engineering team (orchestration, review, CI/CD workflows) — clear coding-agent orchestrator.",2026-09-08
AsyncReview,https://github.com/AsyncFuncAI/AsyncReview,Coding Agent,Unknown,Unknown,Unknown,green,"AsyncFuncAI/AsyncReview (*457, push 2026-04): open agentic PR/issue reviewer using RLM sandbox explore+verify; npx asyncreview / skills install — clear coding-agent code-review tool.",2026-09-08
Craft Agents,https://github.com/craft-ai-agents/craft-agents-oss,Coding Agent,Unknown,Unknown,Unknown,green,"craft-ai-agents/craft-agents-oss *7160 pushed 2026-09-07 - maintained Apache-2.0 Electron desktop ADE (Claude Agent SDK + Pi) with multi-session inbox, MCP/sources, permissions; active coding-agent harness.",2026-09-08
Kagan,https://github.com/kagan-sh/kagan,Coding Agent,Unknown,Unknown,Unknown,green,"kagan-sh/kagan (*10, push 2026-07-28, kagan.sh) - OpenCode plugin: supervised kanban for coding agents in isolated git worktrees with intake/review/merge gates - clear coding-agent control plane.",2026-09-08
kannamma-labs/atomic-forge,https://github.com/kannamma-labs/atomic-forge,Coding Agent,Unknown,Unknown,Unknown,green,"kannamma-labs/atomic-forge (*0, push 2026-08-31) - test-driven repair harness (issue->failing test->repair->PR) with CLI, Action, SQLite checkpoints, measured OSS fixes - clear coding-agent harness despite low stars.",2026-09-08
Keelen,https://keelen.ai,Coding Agent,Unknown,Unknown,Unknown,green,"Keelen (keelen.ai; input saashub URL fixed) - autonomous coding agent for GitHub: plans->PRs on BYO keys, single-use VMs, five merge gates, backlog/internal-tools - clear coding ADE SaaS.",2026-09-08
keke,https://github.com/milisp/keke-agent,Coding Agent,Unknown,Unknown,Unknown,green,"milisp/keke-agent (*2, push 2026-09-07; @milisp/keke) - Rust terminal coding-agent harness (Codex/Grok login, sandbox/approvals, keke exec) - clear coding ADE CLI.",2026-09-08
khudayarovich/onflip-agent,https://github.com/khudayarovich/onflip-agent,Coding Agent,Unknown,Unknown,Unknown,green,"khudayarovich/onflip-agent (*2, push 2026-09-07) - desktop coding agent driving ChatGPT/DeepSeek chat sessions (files/shell/approvals, releases) - clear coding ADE.",2026-09-08
Kimi Web Bridge,https://www.kimi.com/en/products/kimi-webbridge,Coding Agent,Unknown,Unknown,Unknown,green,Moonshot Kimi Web Bridge (kimi.com/products/kimi-webbridge): local Chrome/Edge extension+CDP bridge so coding agents (Kimi Code/Claude Code/Cursor/Codex/Hermes) drive real browser sessions — clear coding-agent computer-use tool.,2026-09-08
Kiro Crew,https://github.com/kirodotdev/KiroCrew,Coding Agent,Unknown,Unknown,Unknown,green,"kirodotdev/KiroCrew (*3701, push 2026-09-08, kiro.dev/crew/) - persistent multi-surface coding workspace (desktop/web/CLI, unattended multi-step, schedules) - clear coding ADE/control plane.",2026-09-08
kodu-ai/claude-coder,https://github.com/kodu-ai/claude-coder,Coding Agent,Unknown,Unknown,Unknown,green,"kodu-ai/claude-coder (*5221, kodu.ai): Kodu/Claude Coder autonomous coding agent VS Code extension; clear AI IDE coding ADE (last push 2025-04, still on-bar).",2026-09-08
Lean AI,https://github.com/shunobies/lean-ai,Coding Agent,Unknown,Unknown,Unknown,green,"shunobies/lean-ai (*7, push 2026-06-14; Open VSX lean-ai/lean-ai v0.24.2 ~30k dl) - multi-provider agentic IDE ext with plan-then-execute, git branches, lint/test loop - clear coding ADE (URL fixed from Open VSX).",2026-09-08
lip20041219/zmai,https://github.com/lip20041219/zmai,Coding Agent,Unknown,Unknown,Unknown,green,"lip20041219/zmai (*1, push 2026-09-06; pip zmai, 1311 tests) - open-source autonomous SWE agent runtime with verification loop and multi-model support - clear coding ADE.",2026-09-08
M-A-S-T-E-R-M-I-N-D/AUTOPILOT,https://github.com/M-A-S-T-E-R-M-I-N-D/AUTOPILOT,Coding Agent,Unknown,Unknown,Unknown,green,"M-A-S-T-E-R-M-I-N-D/AUTOPILOT (*1, push 2026-09-07; public alpha, CI) - autonomous Claude Code coding agent pointed at repos with dashboard/gates/backups - clear coding ADE.",2026-09-08
maateusx/claude-kanban,https://github.com/maateusx/claude-kanban,Coding Agent,Unknown,Unknown,Unknown,green,"maateusx/claude-kanban (*0, push 2026-09-06) - local kanban driving Claude Code headless sessions (worktrees, guards, queue) - clear coding-agent control plane.",2026-09-08
maimuzo/continuo,https://github.com/maimuzo/continuo,Coding Agent,Unknown,Unknown,Unknown,green,"maimuzo/continuo (*0, push 2026-09-08) - GitHub Projects v2 kanban orchestration running Claude Code in herdr panes (symphony-spec) - clear coding-agent orchestrator.",2026-09-08
Mastra Code,https://code.mastra.ai,Coding Agent,Unknown,Unknown,Unknown,green,"Mastra Code (code.mastra.ai) - terminal AI coding agent (Build/Plan/Fast modes, goals, file/shell tools, MCP, headless) - clear coding ADE CLI.",2026-09-08
MaTriXy/not-codex,https://github.com/MaTriXy/not-codex,Coding Agent,Unknown,Unknown,Unknown,green,"MaTriXy/not-codex (*0, push 2026-09-06, notcodex.bpro.dev) - local-first control plane monorepo for Codex/Claude/Cursor/Grok/OpenCode/Pi (sessions/worktrees/automations) - clear coding ADE despite early WIP note.",2026-09-08
MaxxxDong/codex-grok-orchestrator,https://github.com/MaxxxDong/codex-grok-orchestrator,Coding Agent,Unknown,Unknown,Unknown,green,"MaxxxDong/codex-grok-orchestrator (*1, push 2026-07-24, v0.8.0) - Codex dispatches, Grok executes in isolated workers with evidence gates/receipts - clear coding-agent orchestrator.",2026-09-08
mblode/captain,https://github.com/mblode/captain,Coding Agent,Unknown,Unknown,Unknown,green,"mblode/captain (*4, push 2026-08-28, captain.blode.md; cmux-captain) - fleet of cmux worktrees from one Claude Code session (Linear->plan gate->PR) - clear coding-agent control plane.",2026-09-08
mikeroySoft/factory,https://github.com/mikeroySoft/factory,Coding Agent,Unknown,Unknown,Unknown,green,"mikeroySoft/factory (*3, push 2026-09-08) - label-driven autonomous ticket pipeline: coding agents in worktrees, review gates, PRs - clear coding ADE.",2026-09-08
